title,description,url,img_url,youtube_video,Sub_region,Calories,Protein,Time
Samosas,"These stuffed savory pastries are a traditional Indian favorite. Lamb meat and spices are cooked together to create a mouthwatering filling for the easy to make dough. The recipe may seem complex, but it's actually fairly simple. Enjoy!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4171,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Samosas,Indian,105.0,73.4321,50
Spicy Peach Chutney,This peach chutney closely resembles imported Indian chutneys and is good with all curry dishes. It is also great with cream cheese and crackers.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4173,https://images.media-allrecipes.com/userphotos/560x315/1039317.jpg,https://www.youtube.com/results?search_query=How+to+make+Spicy+Peach+Chutney,Indian,51.0,30.5457,600
Indian Onion Dipping Sauce,We had this at a local Indian restaurant and tried to replicate it. We all love this version to dip our naan and samosas and rarely is there any sauce left.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4174,https://images.media-allrecipes.com/userphotos/560x315/4560040.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Onion+Dipping+Sauce,Indian,11.0,1.9482,130
Mango-Pineapple Chutney,"The sweetness of mango, pineapple and red pepper is given a zing from fresh ginger and a kick from red pepper flakes. Serve this chutney with grilled chicken or seafood for an exciting burst of flavor!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4178,https://images.media-allrecipes.com/userphotos/560x315/4527340.jpg,https://www.youtube.com/results?search_query=How+to+make+Mango-Pineapple+Chutney,Indian,68.0,3.1324,225
Microwave Khandvi,A healthy snack made from chickpea flour. Slightly difficult yet simple once you get used to making it. Garnish with grated fresh coconut and chopped fresh cilantro.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4181,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Microwave+Khandvi,Indian,124.0,21.4108,31
Yogurt Samosas,Cilantro and yogurt give these samosas the Indian flavor. This is an amazing recipe that will surprise you with how easy it is to make samosas like an Indian restaurant.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4187,https://images.media-allrecipes.com/userphotos/250x250/35031.jpg,https://www.youtube.com/results?search_query=How+to+make+Yogurt+Samosas,Indian,161.0,15.4272,35
Brussels Sprout Pakora,Liven up boring Brussels sprouts with this recipe! Adjust the type and amount of chile pepper to your taste.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4190,https://images.media-allrecipes.com/userphotos/560x315/3176311.jpg,https://www.youtube.com/results?search_query=How+to+make+Brussels+Sprout+Pakora,Indian,374.0,23.6875,25
Hyderabadi Nargisi Kofta,"Nargisi kofta is boiled eggs stuffed inside a shell of kheema. This dish is a little time consuming, but makes a fantastic party dish. Your guests will be impressed.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4195,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Hyderabadi+Nargisi+Kofta,Indian,353.0,108.2938,580
Indian Corn Pakoda,"A quick evening snack recipe with sweet corn made Andhra-style. I made these spicy sweet corn pakoda some time back on a weekend. They are crispy, flavorful, and spicy. I know I have been sharing a lot of fried snacks for some time now. Very soon my kids' school holidays will end and hopefully, I will be able to share healthy recipes for kids.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4199,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Indian+Corn+Pakoda,Indian,137.0,20.8328,19
Seitan Makhani (Vegan-Style Indian Butter Chicken),"Chicken Makhani is a dish I always loved before becoming vegan. It is my absolute favorite Indian dish, so I knew I had to try to make it so I could curb my cravings. The sauce tastes amazing with naan and white rice. The seitan is an excellent substitute for meat in many dishes. You can buy store-bought seitan, which can be expensive, or you can make your own.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4206,https://images.media-allrecipes.com/userphotos/250x250/770921.jpg,https://www.youtube.com/results?search_query=How+to+make+Seitan+Makhani+(Vegan-Style+Indian+Butter+Chicken),Indian,250.0,10.7764,65
Keema Matar,"Before my husband and I got married, he found this recipe on the Patak's® Indian food website. We made it and loved it. But when I went to find it later, I couldn't! So this is a combination of what I remember from the recipe and other Keema Matar recipes that I found on-line. You can substitute chopped tomatoes for the paste, and add 1/4 -1/2 cup water to make the sauce. Serve over rice. Enjoy!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4209,https://images.media-allrecipes.com/userphotos/560x315/3552913.jpg,https://www.youtube.com/results?search_query=How+to+make+Keema+Matar,Indian,312.0,87.7585,40
Mild Curry Omelet,This easy and very tasty omelet will impress anyone and they will never have omelet any other way after tasting this!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4226,https://images.media-allrecipes.com/userphotos/560x315/1752990.jpg,https://www.youtube.com/results?search_query=How+to+make+Mild+Curry+Omelet,Indian,315.0,13.4289,30
Easy Indian Curried Lamb,Very tender and delicious. This easy Indian lamb recipe can be simmered on the stovetop or placed in a slow cooker for 6 to 8 hours. Add water for more sauce.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4227,https://images.media-allrecipes.com/userphotos/560x315/4499478.jpg,https://www.youtube.com/results?search_query=How+to+make+Easy+Indian+Curried+Lamb,Indian,242.0,97.3957,85
Indian Pork Chops,This is a great weeknight dinner entree - quick and easy with only five ingredients and delicious! Great with couscous or rice.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4230,https://images.media-allrecipes.com/userphotos/560x315/3389403.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Pork+Chops,Indian,220.0,108.34,25
Samosa Pot Pie,"This easy vegetarian recipe offers a fresh take on traditional pot pie. To serve, use a large spoon to cut sections of the pastry and scoop with filling into shallow bowls. If desired, serve chutney, yogurt, and chopped cucumbers on the side.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4231,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Samosa+Pot+Pie,Indian,374.0,44.1783,75
Bangalore Cornish Hens,"Delicious over couscous or orzo. I use a seasoned Dutch oven, but any roaster will do. Given to me with permission by family friend.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4233,https://images.media-allrecipes.com/userphotos/560x315/3892179.jpg,https://www.youtube.com/results?search_query=How+to+make+Bangalore+Cornish+Hens,Indian,732.0,24.5945,120
Chana Masala (Savory Indian Chick Peas),"Give this chana masala dish a try and don't look back. Indian food is not just curried sauces. This spin on an Indian chickpea curry features a healthy mixture of chickpeas, tomatoes, onion, and spices. Both carnivores and vegetarians will enjoy this meal. My kids love it. Leave out the green chile if the kiddies will be eating. Serve over basmati or jasmine rice and enjoy. Namaste y'all!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4239,https://images.media-allrecipes.com/userphotos/560x315/4240620.jpg,https://www.youtube.com/results?search_query=How+to+make+Chana+Masala+(Savory+Indian+Chick+Peas),Indian,413.0,67.9619,30
Sweet Lamb Curry,"This sweet lamb curry, a mild, fragrant mix of lamb, raisins, apples, etc., produces a wonderful flavor. It can be made the day before. Serve it with rice, sambals, and pappadums. Popular sambals are bananas drenched in lemon juice, cucumber (peeled and seeds removed) in yogurt, mango chutney, or toasted coconut.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4241,https://images.media-allrecipes.com/userphotos/560x315/4549827.jpg,https://www.youtube.com/results?search_query=How+to+make+Sweet+Lamb+Curry,Indian,577.0,294.7632,120
Coconut Tofu Keema,"A warm, savory Indian favorite, easy to make and exciting to eat. Serve over hot rice, with yogurt on the side, which may be added to taste to cut the heat and add sweetness.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4242,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Coconut+Tofu+Keema,Indian,235.0,57.4187,65
Baingan Bharta (Eggplant Curry),"This is a really easy and tasty Indian dish that is sure to stir up your taste buds. Delicious baingan bharta is ready to eat with pita bread, Indian naan, or rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4247,https://images.media-allrecipes.com/userphotos/250x250/14597.jpg,https://www.youtube.com/results?search_query=How+to+make+Baingan+Bharta+(Eggplant+Curry),Indian,146.0,8.7009,60
Best Burgers Ever,"I made up this mixture on a whim and wow! These are definitely the best hamburgers I've ever had and everyone who's had them says the same. The spices are Indian in origin, but the flavor is deliciously unique!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4251,https://images.media-allrecipes.com/userphotos/250x250/204442.jpg,https://www.youtube.com/results?search_query=How+to+make+Best+Burgers+Ever,Indian,358.0,78.4824,20
Palak Paneer (Spinach Curry),"Given to me by a co-worker from Bangalore, this is a southern Indian recipe for palak paneer. It was easy to make and very delicious!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4255,https://images.media-allrecipes.com/userphotos/560x315/4512674.jpg,https://www.youtube.com/results?search_query=How+to+make+Palak+Paneer+(Spinach+Curry),Indian,333.0,42.2698,35
Lamb Meatballs Over Tandoori Naan,I love making lamb meatballs; the combination of mint and lamb make for a very exciting flavor profile. These meatballs are combined with a hearty prepared tomato sauce and then served over tandoori naan with melted cheese to create a delicious dish.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4257,https://images.media-allrecipes.com/userphotos/560x315/1108711.jpg,https://www.youtube.com/results?search_query=How+to+make+Lamb+Meatballs+Over+Tandoori+Naan,Indian,771.0,139.9367,50
Indian-Style Salmon Fry,"My mother used to make a simplified version of this that got me through my broke years in college. I've become a big fan of Indian food, so I 'Indianed' up this old favorite. You can tone down the heat by removing the seeds from the chili pepper. Serve it with rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4259,https://images.media-allrecipes.com/userphotos/250x250/353997.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian-Style+Salmon+Fry,Indian,765.0,7.8993,30
Indian Style Shrimp Fry,"My Indian mother-in-law's recipe. It is my favorite way to eat shrimp now. The spice measurements are approximate because of course she doesn't measure, so adjust to your liking. Indians will also make this dish with potatoes (which need to be boiled ahead) or cauliflower instead of green pepper. It would work with just about any veggie you like with shrimp.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4265,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Indian+Style+Shrimp+Fry,Indian,191.0,95.9693,60
Delightful Indian Coconut Vegetarian Curry in the Slow Cooker,"Here's a delightful dish I adapted from a non-vegetarian recipe. It's extremely easy to prepare in the crock pot. Deliciously creamy, it can be served by itself, with rice, or with steamed soft tortillas. Also makes a good samosa filling. It has a nice touch of hot pepper to it.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4267,https://images.media-allrecipes.com/userphotos/560x315/1374996.jpg,https://www.youtube.com/results?search_query=How+to+make+Delightful+Indian+Coconut+Vegetarian+Curry+in+the+Slow+Cooker,Indian,370.0,26.7953,260
Egg Bhurji,"This is a quick and easy recipe. It is an Indian take on scrambled eggs.
It is best enjoyed with toasted bread and a cup of chai in the morning.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4271,https://images.media-allrecipes.com/userphotos/560x315/2203133.jpg,https://www.youtube.com/results?search_query=How+to+make+Egg+Bhurji,Indian,367.0,13.9531,15
Chutney Eggs,Here's a zesty variation on an old favorite that your guests will look forward to every time they visit. Bacon and chutney are the keys to these flavor packed eggs.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4280,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Chutney+Eggs,Indian,86.0,96.7281,30
Yogurt-Marinated Salmon Fillets (Dahi Machhali Masaledar),"This Indian-style yogurt-marinated salmon tastes great served over basmati rice, but anything you choose will work.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4289,https://images.media-allrecipes.com/userphotos/560x315/375819.jpg,https://www.youtube.com/results?search_query=How+to+make+Yogurt-Marinated+Salmon+Fillets+(Dahi+Machhali+Masaledar),Indian,365.0,370.1131,510
Vegan Japanese Turnip Curry,"If turnips aren't your thing, then Japanese turnips will definitely change your opinion. Japanese turnips are normally used for salads, and they taste great with just some sea salt sprinkled on them. Unlike most other turnips, these are mildly sweet and crunchy, almost like radishes. This Indian-style curry, or korma, is a rich, creamy and flavorful entree that pairs well with rotis and rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4299,https://images.media-allrecipes.com/userphotos/560x315/3648963.jpg,https://www.youtube.com/results?search_query=How+to+make+Vegan+Japanese+Turnip+Curry,Indian,297.0,4.9774,60
Bhindi Masala (Spicy Okra Curry),Traditional spicy okra curry that everyone loves. It's best with Indian bread (naan or paratha) or rice. My mom says this is brain food!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4303,https://images.media-allrecipes.com/userphotos/560x315/5561584.jpg,https://www.youtube.com/results?search_query=How+to+make+Bhindi+Masala+(Spicy+Okra+Curry),Indian,100.0,14.0714,35
Indian Pizza,"If you love Indian food, then this pizza is for you! Add more or less curry powder to adjust spiciness.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4305,https://images.media-allrecipes.com/userphotos/560x315/2337849.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Pizza,Indian,1058.0,23.2084,540
Authentic and Easy Shrimp Curry,"This is a home-style South Indian shrimp curry recipe from my husband's family. It is simple and quick to make. It contains no coconut so is not sweet, just mostly juicy and as hot as you like it. Serve with basmati rice or an Indian flatbread.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4307,https://images.media-allrecipes.com/userphotos/560x315/4294158.jpg,https://www.youtube.com/results?search_query=How+to+make+Authentic+and+Easy+Shrimp+Curry,Indian,270.0,186.2241,20
Absolutely Perfect Palak Paneer,"This Indian dish combines fresh spinach and ricotta in a creamy curry. Use paneer if you can find it! It is absolutely wonderful with basmati rice or naan (Indian flat bread). The key is in the spices, which you can find at an Indian grocery.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4310,https://images.media-allrecipes.com/userphotos/560x315/38052.jpg,https://www.youtube.com/results?search_query=How+to+make+Absolutely+Perfect+Palak+Paneer,Indian,483.0,64.223,45
Beef and Spinach Curry,"This curry can be eaten with rice or pasta, but is also very nice with fries.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4319,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Beef+and+Spinach+Curry,Indian,666.0,141.9555,75
Seared Salmon with Indian-Inspired Cream Sauce,"Salmon fillets smothered in a rich mushroom cream sauce and garnished with parsley, green onions slices, and lemon slices. The sauce has fennel, garlic, mushrooms, saffron and curry.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4323,https://images.media-allrecipes.com/userphotos/560x315/4589115.jpg,https://www.youtube.com/results?search_query=How+to+make+Seared+Salmon+with+Indian-Inspired+Cream+Sauce,Indian,599.0,33.7515,70
Indian Curry Couscous with Broccoli and Edamame,"A quick, light couscous stir-fry with Indian flavors. Great for vegetarians, but easily adapted into a chicken dish. Feel free to substitute veggies any way you like. Other options include sliced zucchini, string beans, eggplant, carrots, snow peas, and celery. Also try adding sesame seeds, flax seeds, or sesame seeds towards the end of stir-frying. Can be served with plain yogurt.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4324,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Indian+Curry+Couscous+with+Broccoli+and+Edamame,Indian,413.0,83.1059,30
Batata Nu Shak (Potato Curry),"I learnt this dish from a friend of mine who doesn't like vegetables, but loves potatoes. She learned this recipe from her Gujarati mother in law. This spicy curry goes very well with fresh phulkas or rotis. It also tastes great with plain cooked rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4341,https://images.media-allrecipes.com/userphotos/250x250/348421.jpg,https://www.youtube.com/results?search_query=How+to+make+Batata+Nu+Shak+(Potato+Curry),Indian,211.0,17.1551,40
Matar Paneer,This dish is my children's favorite Indian food. It tastes good with rice or chapatis. I always buy paneer packets and keep them handy in my freezer for emergencies!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4350,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Matar+Paneer,Indian,263.0,53.2941,35
Pav Bhaji,"This is a very popular recipe in India, liked by almost everyone. You may have to go to a nearby Asian Indian store to get the 'Pav Bhaji Masala' that is the special spice to bring the flavor (Masala means spice). Pav is actually the buns. Bhaji is the vegetables cooked with spice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4352,https://images.media-allrecipes.com/userphotos/250x250/36132.jpg,https://www.youtube.com/results?search_query=How+to+make+Pav+Bhaji,Indian,652.0,18.3988,50
Paneer Tikka Masala,This easy paneer tikka masala goes well with naan or basmati rice.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4362,https://images.media-allrecipes.com/userphotos/560x315/5137801.jpg,https://www.youtube.com/results?search_query=How+to+make+Paneer+Tikka+Masala,Indian,323.0,64.441,55
Indian Chickpeas in Tea,"A vegetarian Indian dish with a little kick! Easy and very flavorful, it's my favorite way to cook chickpeas! Serve over basmati rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4372,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Indian+Chickpeas+in+Tea,Indian,279.0,187.6423,45
Poori Aloo Koora,"My mother often makes this aloo (potato) sabji to go along with pooris. It is different from any other poori sabji I have seen and everyone asks her for the secret recipe. Make plenty, because this will get eaten very fast. If you want some sourness, you can add lime juice at the end.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4373,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Poori+Aloo+Koora,Indian,350.0,19.3459,50
Aloo Palak,"This is one of my favorite dry sabjis. If you like Aloo Methi, then you'll love this dish, too. Goes great with parathas or with some plain rice and ghee.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4380,https://images.media-allrecipes.com/userphotos/560x315/5470315.jpg,https://www.youtube.com/results?search_query=How+to+make+Aloo+Palak,Indian,115.0,12.368,40
Indian Matar Paneer (Cottage Cheese and Peas),Easy to make; yummy with naan bread!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4381,https://images.media-allrecipes.com/userphotos/250x250/404066.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Matar+Paneer+(Cottage+Cheese+and+Peas),Indian,673.0,130.1586,65
Bangaladumpa (Potato) Upma Koora,This is one of my favourite kooras. I think we call it upma koora because the tadka (spice mixture) ingredients are what we use for upma. I think you will love it too.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4387,https://images.media-allrecipes.com/userphotos/560x315/2613326.jpg,https://www.youtube.com/results?search_query=How+to+make+Bangaladumpa+(Potato)+Upma+Koora,Indian,212.0,13.0721,35
Paneer Jalfrazie,This is my closest approximation to one of my favorite dishes when I eat out. I hope you will like it.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4388,https://images.media-allrecipes.com/userphotos/560x315/5308883.jpg,https://www.youtube.com/results?search_query=How+to+make+Paneer+Jalfrazie,Indian,435.0,107.6728,40
Cauliflower and Tofu Masala,Cauliflower and tofu in a medium-hot masala sauce. Serve over basmati rice or with naan.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4389,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Cauliflower+and+Tofu+Masala,Indian,421.0,27.6522,90
Indian Cauliflower,A spicy cauliflower served whole on a platter - looks like a red and yellow flower. Garam Masala can be found in Indian grocery stores and some traditional grocery stores. I like to serve peas and carrots lightly cooked in butter on the side of this dish.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4391,https://images.media-allrecipes.com/userphotos/560x315/4515420.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Cauliflower,Indian,168.0,7.9051,50
Aloo Phujia,"Aloo phujia is a spicy potatoes, tomatoes and onions dish with an Indian kick! This is super spicy so be aware!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4393,https://images.media-allrecipes.com/userphotos/560x315/695663.jpg,https://www.youtube.com/results?search_query=How+to+make+Aloo+Phujia,Indian,235.0,15.3371,30
Doodhi Chana,I first ate this curry at a friend's house in Delhi and loved it. It is a simple everyday curry. Serve with plain rice or hot phulkas.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4394,https://images.media-allrecipes.com/userphotos/560x315/4546196.jpg,https://www.youtube.com/results?search_query=How+to+make+Doodhi+Chana,Indian,123.0,21.6555,40
Black Chana with Potato,This Indian black kala chana recipe is a bit tart but very wholesome. It is a great source of protein for vegans. Serve with either chapati/roti or basmati rice.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4397,https://images.media-allrecipes.com/userphotos/560x315/3652766.jpg,https://www.youtube.com/results?search_query=How+to+make+Black+Chana+with+Potato,Indian,320.0,2.3936,0
Chana Masala,"This version of chana masala uses spinach instead of tomatoes, like my favorite Indian restaurant makes. It is so easy to throw together, and pretty healthy to boot! A perfect meal on a cold winter night when served with naan and basmati rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4403,https://images.media-allrecipes.com/userphotos/560x315/1100799.jpg,https://www.youtube.com/results?search_query=How+to+make+Chana+Masala,Indian,133.0,65.1701,35
Tomato Onion Koora,My mother used to make this onion tomato curry (koora) when we were about to go on vacation or just returned from vacation and didn't have many vegetables in the house. This koora works really well with rice or with pooris.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4406,https://images.media-allrecipes.com/userphotos/560x315/1038491.jpg,https://www.youtube.com/results?search_query=How+to+make+Tomato+Onion+Koora,Indian,129.0,21.5791,25
Aaku Pappu (Dal with Greens),This is a classic Andhra preparation. Typical greens to use are thotakoora (amaranth) and spinach (palak koora). Serve with rice and Majjiga Pulusu (buttermilk pulusu) or Menthi Majjiga (buttermilk with fenugreek).,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4413,https://images.media-allrecipes.com/userphotos/560x315/962755.jpg,https://www.youtube.com/results?search_query=How+to+make+Aaku+Pappu+(Dal+with+Greens),Indian,109.0,1.3073,60
Indian Chickpeas,"This is a typical Northern Indian recipe that is easy to make, and delicious. You will need to go to an Indian grocery to buy the masalas.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4414,https://images.media-allrecipes.com/userphotos/560x315/5116299.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Chickpeas,Indian,232.0,126.1126,45
Indian Saag,"Indian saag is a curry of cooked mustard or similar bitter greens (kale, collards, turnip greens) and spinach or similar mild greens (chard, bok choy, beet greens). Any combination of greens works! Use more spices and peppers for hot saag or less for mild.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4416,https://images.media-allrecipes.com/userphotos/250x250/920522.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Saag,Indian,182.0,50.4897,50
Indian Sabji Recipe,"This is the traditional way to prepare most vegetables in the part of India my husband is from. You can substitute other vegetables into this recipe as well: eggplant and potato, or cauliflower and potato, or peas and carrots. Serve with flat bread, dal, and jeera rice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4419,https://images.media-allrecipes.com/userphotos/560x315/965927.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Sabji+Recipe,Indian,204.0,1.7737,60
Indian Curry Potato Fries,"Tasty fried curried potato cubes make a wonderful accompaniment to many Indian curry dishes. I don't know that this recipe is authentic in any way, I came up with it making use of what I had around. It turned out great and I got sent to the kitchen to make more. Serve with tamarind chutney for dipping.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4420,https://images.media-allrecipes.com/userphotos/560x315/1164455.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Curry+Potato+Fries,Indian,268.0,0.9305,30
Charred Eggplant Raita,A very nice side dish of yogurt and eggplant. You can eat it poured on top of rice or eat it with chapatti. Even on its own its delicious but a bit spicy.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4423,https://images.media-allrecipes.com/images/79591.png,https://www.youtube.com/results?search_query=How+to+make+Charred+Eggplant+Raita,Indian,66.0,13.657,30
Quick and Easy Indian-Style Okra,"This is a quick variation of an Indian okra dish that my mother used to make. My 3 year old daughter simply loves this dish. It can be spiced up to suit your palate...Serve with Indian rotis or pita and plain yogurt for a quick nutritious meal. If amchoor (dried mango powder) is not available, substitute 1 teaspoon lemon juice.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4429,https://images.media-allrecipes.com/userphotos/250x250/115908.jpg,https://www.youtube.com/results?search_query=How+to+make+Quick+and+Easy+Indian-Style+Okra,Indian,146.0,3.3535,30
Indian-Influenced Zucchini Onion Pepper Latkes,"Thanks to the inspiration from two other AllRecipes recipes, I concocted this and it was a winner. It wasn't really spicy at all and the kids loved it. Excellent served with a dollop of sour cream.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4433,https://images.media-allrecipes.com/userphotos/560x315/4391060.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian-Influenced+Zucchini+Onion+Pepper+Latkes,Indian,106.0,49.0983,39
Tomato Bhath (Tomato Rice),There are probably many recipes for tomato rice. This is a south Indian recipe for tomato rice (bhath) that I really like. Serve with papadams and yoghurt.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4440,https://images.media-allrecipes.com/userphotos/560x315/3655471.jpg,https://www.youtube.com/results?search_query=How+to+make+Tomato+Bhath+(Tomato+Rice),Indian,375.0,66.5241,40
"Indian Carrots, Peas and Potatoes",This is a slightly spicy Indian side dish my family loves. The flavors go very well together. Enjoy!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4450,https://images.media-allrecipes.com/userphotos/250x250/626757.jpg,"https://www.youtube.com/results?search_query=How+to+make+Indian+Carrots,+Peas+and+Potatoes",Indian,307.0,4.1009,60
Curried Corn,A unique and delicious way to serve corn!,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4452,https://geniuskitchen.sndimg.com/gk/img/gk-shareGraphic.png,https://www.youtube.com/results?search_query=How+to+make+Curried+Corn,Indian,214.0,20.7915,20
Best Potatoes Ever!,"These Indian potatoes taste awesome for lunch or dinner with chipatis, rotis, or wheat tortillas. The spices can be found at any Indian grocery store.",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4454,https://images.media-allrecipes.com/userphotos/560x315/832889.jpg,https://www.youtube.com/results?search_query=How+to+make+Best+Potatoes+Ever!,Indian,352.0,9.9556,45
Exotic Brinjal (Spicy Eggplant),This Indian dish features eggplant which can be an under-appreciated ingredient in some kitchens. But give it a shot! I am sure you'll love it.,https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4460,https://images.media-allrecipes.com/userphotos/560x315/832886.jpg,https://www.youtube.com/results?search_query=How+to+make+Exotic+Brinjal+(Spicy+Eggplant),Indian,267.0,11.2708,55
Coconut Sevai (Rice Noodles),"This is one of my favorite easy-to-make Indian recipes. Although I try to make it the best as I can, my grandma is THE BEST at this... the smell of which reminds me of my school days! Please watch out for measurements.. may not be wholly American!",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4465,https://images.media-allrecipes.com/userphotos/250x250/23180.jpg,https://www.youtube.com/results?search_query=How+to+make+Coconut+Sevai+(Rice+Noodles),Indian,370.0,35.1555,20
Indian Vegetable Bhaji,"Bhaji is a fry, so do not add water and you will really enjoy the drier variety of an Indian curry. Great with breads like naan or paratha, or with rice and daal (Indian lentil soup).",https://cosylab.iiitd.edu.in/recipedb2/#/recipe/4468,https://images.media-allrecipes.com/userphotos/250x250/851956.jpg,https://www.youtube.com/results?search_query=How+to+make+Indian+Vegetable+Bhaji,Indian,279.0,26.2476,55
